DateTime,Lat,Lon,Elev,Speed
2017-07-13T22:52:39.000Z,35.700025,-78.675856667,108.8,21.905
2017-07-13T22:52:40.000Z,35.699896667,-78.675678333,108.3,22.749
2017-07-13T22:52:41.000Z,35.699861667,-78.67544,107.0,22.769
2017-07-13T22:52:42.000Z,35.69994,-78.675216667,106.3,22.97
2017-07-13T22:52:43.000Z,35.700105,-78.675083333,106.2,22.353
2017-07-13T22:52:44.000Z,35.7003,-78.675051667,105.8,22.152
2017-07-13T22:52:45.000Z,35.700503333,-78.675066667,105.3,23.109
2017-07-13T22:52:46.000Z,35.700713333,-78.675096667,104.8,23.829
2017-07-13T22:52:47.000Z,35.700916667,-78.675166667,104.2,23.381
2017-07-13T22:52:48.000Z,35.70108,-78.675325,103.7,24.199
2017-07-13T22:52:49.000Z,35.701146667,-78.675566667,103.0,23.839
2017-07-13T22:52:50.000Z,35.701081667,-78.675803333,103.9,23.135
2017-07-13T22:52:51.000Z,35.700921667,-78.675955,104.7,22.944
2017-07-13T22:52:52.000Z,35.700723333,-78.676008333,105.8,22.687
2017-07-13T22:52:53.000Z,35.700516667,-78.676001667,106.7,23.078
2017-07-13T22:52:54.000Z,35.700308333,-78.675973333,107.3,23.397
2017-07-13T22:52:55.000Z,35.700101667,-78.675906667,108.1,23.844
2017-07-13T22:52:56.000Z,35.699933333,-78.675751667,108.1,24.426
2017-07-13T22:52:57.000Z,35.699853333,-78.675511667,108.5,24.225
2017-07-13T22:52:58.000Z,35.699898333,-78.675263333,108.9,23.623
2017-07-13T22:52:59.000Z,35.700045,-78.675096667,109.7,23.006
2017-07-13T22:53:00.000Z,35.700241667,-78.675043333,110.1,22.831
2017-07-13T22:53:01.000Z,35.700448333,-78.675056667,109.5,23.351
2017-07-13T22:53:02.000Z,35.70066,-78.675086667,109.0,22.888
2017-07-13T22:53:03.000Z,35.70087,-78.675138333,108.6,23.906
2017-07-13T22:53:04.000Z,35.701051667,-78.675275,108.7,24.107
2017-07-13T22:53:05.000Z,35.701143333,-78.675506667,108.7,24.544
2017-07-13T22:53:06.000Z,35.701105,-78.675756667,109.6,23.587
2017-07-13T22:53:07.000Z,35.700961667,-78.675926667,110.4,22.867
2017-07-13T22:53:08.000Z,35.700763333,-78.675995,111.4,22.98
2017-07-13T22:53:09.000Z,35.700558333,-78.675998333,111.4,22.975
2017-07-13T22:53:10.000Z,35.700348333,-78.675976667,111.3,23.418
2017-07-13T22:53:11.000Z,35.70014,-78.675926667,111.4,23.814
2017-07-13T22:53:12.000Z,35.699958333,-78.675805,111.2,24.405
2017-07-13T22:53:13.000Z,35.699865,-78.67557,110.7,24.426
2017-07-13T22:53:14.000Z,35.699891667,-78.675311667,110.2,23.891
2017-07-13T22:53:15.000Z,35.700025,-78.675128333,110.4,22.929
2017-07-13T22:53:16.000Z,35.700213333,-78.675055,111.0,21.812
2017-07-13T22:53:17.000Z,35.700415,-78.675056667,111.3,22.78
2017-07-13T22:53:18.000Z,35.700623333,-78.67508,111.3,22.209
2017-07-13T22:53:19.000Z,35.70083,-78.675128333,111.5,23.361
2017-07-13T22:53:20.000Z,35.701016667,-78.675251667,111.5,24.107
2017-07-13T22:53:21.000Z,35.701126667,-78.675473333,111.3,25.017
2017-07-13T22:53:22.000Z,35.70111,-78.675728333,111.5,23.726
2017-07-13T22:53:23.000Z,35.700978333,-78.675915,112.0,22.831
2017-07-13T22:53:24.000Z,35.700788333,-78.676,113.0,22.61
2017-07-13T22:53:25.000Z,35.700585,-78.676006667,113.2,23.032
2017-07-13T22:53:26.000Z,35.700375,-78.675981667,113.3,23.392
2017-07-13T22:53:27.000Z,35.70017,-78.675928333,113.0,23.412
2017-07-13T22:53:28.000Z,35.699986667,-78.675808333,112.8,23.994
2017-07-13T22:53:29.000Z,35.699866667,-78.675596667,111.7,24.513
2017-07-13T22:53:30.000Z,35.699865,-78.675343333,111.4,23.67
2017-07-13T22:53:31.000Z,35.69998,-78.675143333,111.2,22.888
2017-07-13T22:53:32.000Z,35.700163333,-78.675045,111.2,22.558
2017-07-13T22:53:33.000Z,35.700365,-78.675036667,111.6,22.584
2017-07-13T22:53:34.000Z,35.700571667,-78.675065,110.8,23.448
2017-07-13T22:53:35.000Z,35.700788333,-78.6751,109.7,24.626
2017-07-13T22:53:36.000Z,35.700988333,-78.675198333,109.0,24.169
2017-07-13T22:53:37.000Z,35.701121667,-78.675401667,108.5,24.956
2017-07-13T22:53:38.000Z,35.701135,-78.67566,108.8,23.85
2017-07-13T22:53:39.000Z,35.701026667,-78.675873333,110.0,23.047
2017-07-13T22:53:40.000Z,35.700846667,-78.675988333,111.3,22.61
2017-07-13T22:53:41.000Z,35.700645,-78.676013333,110.6,22.939
2017-07-13T22:53:42.000Z,35.700435,-78.675995,111.2,23.32
2017-07-13T22:53:43.000Z,35.700226667,-78.675951667,111.2,23.562
2017-07-13T22:53:44.000Z,35.700031667,-78.67585,111.5,23.983
2017-07-13T22:53:45.000Z,35.699895,-78.675656667,111.3,24.287
2017-07-13T22:53:46.000Z,35.699866667,-78.675403333,110.4,24.143
2017-07-13T22:53:47.000Z,35.699961667,-78.67518,110.2,23.232
2017-07-13T22:53:48.000Z,35.700135,-78.675056667,110.6,23.227
2017-07-13T22:53:49.000Z,35.700343333,-78.675031667,110.4,23.731
2017-07-13T22:53:50.000Z,35.700553333,-78.675053333,109.4,23.207
2017-07-13T22:53:51.000Z,35.700768333,-78.675096667,107.7,25.023
2017-07-13T22:53:52.000Z,35.70098,-78.675158333,106.1,23.562
2017-07-13T22:53:53.000Z,35.701155,-78.675285,104.4,24.493
2017-07-13T22:53:54.000Z,35.701188333,-78.675535,104.0,23.598
2017-07-13T22:53:55.000Z,35.701085,-78.675758333,105.4,22.718
2017-07-13T22:53:56.000Z,35.700906667,-78.675891667,106.2,22.877
2017-07-13T22:53:57.000Z,35.700705,-78.675946667,106.3,22.718
2017-07-13T22:53:58.000Z,35.700495,-78.675946667,106.7,22.81
2017-07-13T22:53:59.000Z,35.70028,-78.675911667,108.8,23.855
2017-07-13T22:54:00.000Z,35.700075,-78.675828333,109.3,24.091
2017-07-13T22:54:01.000Z,35.699923333,-78.675655,109.0,24.199
2017-07-13T22:54:02.000Z,35.699876667,-78.67541,108.6,23.844
2017-07-13T22:54:03.000Z,35.699956667,-78.675185,109.1,23.191
2017-07-13T22:54:04.000Z,35.700121667,-78.675048333,110.0,22.918
2017-07-13T22:54:05.000Z,35.700321667,-78.675015,111.0,23.011
2017-07-13T22:54:06.000Z,35.700528333,-78.67504,110.9,23.345
2017-07-13T22:54:07.000Z,35.70074,-78.675081667,110.9,24.513
2017-07-13T22:54:08.000Z,35.700953333,-78.675133333,109.6,23.716
2017-07-13T22:54:09.000Z,35.70113,-78.67526,109.0,25.12
2017-07-13T22:54:10.000Z,35.701173333,-78.675523333,109.9,24.055
2017-07-13T22:54:11.000Z,35.701088333,-78.675755,111.4,23.119
2017-07-13T22:54:12.000Z,35.700918333,-78.675898333,112.6,22.78
2017-07-13T22:54:13.000Z,35.700718333,-78.675955,113.2,22.955
2017-07-13T22:54:14.000Z,35.700506667,-78.675955,113.5,23.412
2017-07-13T22:54:15.000Z,35.700295,-78.675925,114.0,23.608
2017-07-13T22:54:16.000Z,35.700086667,-78.675853333,115.0,24.045
2017-07-13T22:54:17.000Z,35.699925,-78.675693333,114.5,24.554
2017-07-13T22:54:18.000Z,35.699861667,-78.675451667,114.2,24.091
2017-07-13T22:54:19.000Z,35.699925,-78.675216667,114.0,23.191
2017-07-13T22:54:20.000Z,35.700081667,-78.67507,114.7,22.805
2017-07-13T22:54:21.000Z,35.700278333,-78.675025,115.0,22.774
2017-07-13T22:54:22.000Z,35.700483333,-78.675043333,114.7,23.063
2017-07-13T22:54:23.000Z,35.700695,-78.67508,115.1,24.081
2017-07-13T22:54:24.000Z,35.700908333,-78.675136667,114.6,24.56
2017-07-13T22:54:25.000Z,35.701091667,-78.675271667,115.3,24.369
2017-07-13T22:54:26.000Z,35.701158333,-78.67552,115.7,24.061
2017-07-13T22:54:27.000Z,35.701096667,-78.675763333,116.6,23.335
2017-07-13T22:54:28.000Z,35.70094,-78.675918333,116.4,23.186
2017-07-13T22:54:29.000Z,35.700743333,-78.67598,116.0,22.383
2017-07-13T22:54:30.000Z,35.700536667,-78.67598,115.8,23.124
2017-07-13T22:54:31.000Z,35.700326667,-78.675951667,115.3,23.402
2017-07-13T22:54:32.000Z,35.70012,-78.675893333,115.8,23.366
2017-07-13T22:54:33.000Z,35.699953333,-78.675751667,114.2,24.369
2017-07-13T22:54:34.000Z,35.69987,-78.675515,113.8,24.158
2017-07-13T22:54:35.000Z,35.69991,-78.675265,113.4,23.901
2017-07-13T22:54:36.000Z,35.70005,-78.675091667,114.6,22.944
